"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.58","45.50","MONTREAL MCGILL","7025280","1884-07","1884","07","23.4","","14.3","","18.9","","30.6","","10.6","","118.1","","0.0","","118.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1884-08","1884","08","25.6","","15.7","","20.7","","32.8","S","6.7","","44.5","","0.0","","44.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1884-09","1884","09","21.1","","11.9","","16.5","","31.7","","2.8","","85.6","","0.0","","85.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1884-10","1884","10","10.8","","3.3","","7.1","","21.7","","-4.4","","66.3","","1.3","","67.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1884-11","1884","11","3.1","","-4.3","","-0.6","","12.8","","-10.6","","54.1","","12.7","","66.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1884-12","1884","12","-4.0","","-11.6","","-7.8","","10.0","","-31.1","","37.6","","83.3","","120.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1885-01","1885","01","-5.9","","-15.2","","-10.6","","8.9","","-29.4","","28.2","","54.9","","83.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1885-02","1885","02","-9.6","","-18.2","","-13.9","","1.1","","-26.7","S","12.7","","110.5","","123.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1885-03","1885","03","-5.8","","-14.7","","-10.3","","4.4","","-25.6","","9.1","","73.4","","82.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1885-04","1885","04","7.4","","-1.4","","3.0","","25.0","","-11.7","","40.4","","65.0","","105.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1885-05","1885","05","18.4","","7.5","","13.0","","27.2","S","-3.9","","42.2","","0.0","","42.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1885-06","1885","06","22.3","","12.3","","17.3","","29.4","","3.3","","91.7","","0.0","","91.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1885-07","1885","07","25.3","","16.2","","20.8","","30.6","","10.0","","72.4","","0.0","","72.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1885-08","1885","08","22.0","","12.7","","17.4","","28.3","","7.2","S","48.5","","0.0","","48.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1885-09","1885","09","17.8","","8.6","","13.2","","23.3","","3.3","","104.4","","0.0","","104.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1885-10","1885","10","10.7","","3.7","","7.2","","20.0","S","-5.0","","182.1","","7.1","","189.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1885-11","1885","11","2.7","","-1.8","","0.5","","10.6","","-11.1","","57.4","","18.3","","75.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1885-12","1885","12","-3.4","","-11.6","","-7.5","","7.2","","-19.4","S","35.1","","92.7","","127.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1886-01","1886","01","-6.3","","-15.0","","-10.7","","8.3","","-31.1","","49.5","","44.2","","93.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1886-02","1886","02","-6.1","","-16.1","","-11.1","","6.7","","-29.4","","17.8","","26.2","","43.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1886-03","1886","03","-1.4","","-8.7","","-5.1","","11.7","","-26.1","","20.3","","67.3","","87.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1886-04","1886","04","11.7","","1.8","","6.8","","23.9","","-8.9","","11.9","","6.9","","18.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1886-05","1886","05","17.9","","7.7","","12.8","","23.3","S","2.8","","69.1","","0.0","","69.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1886-06","1886","06","21.8","","12.8","","17.3","","26.7","S","8.9","","75.4","","0.0","","75.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1886-07","1886","07","24.7","","15.4","","20.1","","30.6","","8.9","","94.2","","0.0","","94.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1886-08","1886","08","24.3","","14.5","","19.4","","30.0","","9.4","","120.4","","0.0","","120.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1886-09","1886","09","18.6","","9.7","","14.2","","28.3","","1.7","","97.5","","0.0","","97.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1886-10","1886","10","12.5","","3.3","","7.9","","22.8","","-3.9","","45.5","","1.3","","46.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1886-11","1886","11","3.8","","-2.6","","0.6","","17.2","S","-11.1","","56.4","","91.7","","148.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1886-12","1886","12","-5.7","","-13.9","","-9.8","","5.0","","-29.4","","24.4","","56.9","","81.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1887-01","1887","01","-7.8","","-19.1","","-13.5","","4.4","","-32.2","","35.8","","127.3","","163.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1887-02","1887","02","-5.1","","-14.8","","-10.0","","7.2","","-23.9","S","20.1","","86.6","","106.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1887-03","1887","03","-2.8","","-10.8","","-6.8","","5.6","","-24.4","","2.8","","78.7","","81.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1887-04","1887","04","6.3","","-2.2","","2.1","","13.3","S","-13.3","","76.7","","0.0","T","76.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1887-05","1887","05","21.9","","10.5","","16.2","","30.0","","4.4","S","32.0","","0.0","","32.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1887-06","1887","06","23.8","","14.2","","19.0","","30.6","","10.0","","62.0","","0.0","","62.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1887-07","1887","07","27.9","","18.3","","23.1","","32.2","","13.3","","67.6","","0.0","","67.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1887-08","1887","08","23.5","","13.7","","18.6","","31.1","","10.0","S","33.0","","0.0","","33.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1887-09","1887","09","18.2","","8.7","","13.5","","26.7","","3.3","","33.5","","0.0","","33.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1887-10","1887","10","9.9","","2.6","","6.3","","17.2","","-5.6","S","79.0","","7.9","","86.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1887-11","1887","11","2.9","","-4.3","","-0.7","","13.9","","-18.3","","55.4","","54.1","","109.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1887-12","1887","12","-4.9","","-10.7","","-7.8","","4.4","","-24.4","S","38.4","","73.2","","111.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1888-01","1888","01","-11.2","","-19.6","","-15.4","","4.4","","-29.4","","2.0","","85.3","","87.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1888-02","1888","02","-6.1","","-15.8","","-11.0","","3.9","","-31.1","","11.4","","76.2","","87.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1888-03","1888","03","-1.8","","-9.2","","-5.5","","6.7","","-19.4","S","29.7","","64.0","","93.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1888-04","1888","04","6.3","","-1.2","","2.6","","24.4","","-11.7","","17.8","","20.6","","39.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1888-05","1888","05","16.7","","7.4","","12.1","","26.7","","-0.6","","50.0","","0.0","T","50.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1888-06","1888","06","23.9","","13.8","","18.9","","31.1","S","8.3","","79.2","","0.0","","79.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1888-07","1888","07","25.4","","14.3","","19.9","","30.6","","8.3","","33.5","","0.0","","33.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1888-08","1888","08","22.2","","14.2","","18.2","","30.0","","8.9","","200.4","","0.0","","200.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1888-09","1888","09","17.0","","9.4","","13.2","","23.3","S","0.6","","93.7","","0.0","","93.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1888-10","1888","10","7.6","","1.3","","4.5","","14.4","","-1.7","S","97.3","","19.8","","117.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1888-11","1888","11","3.9","","-2.8","","0.6","","20.0","","-17.2","","127.5","","26.2","","153.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1888-12","1888","12","-1.2","","-8.6","","-4.9","","7.8","","-23.9","","39.9","","44.7","","84.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1889-01","1889","01","-3.0","","-9.6","","-6.3","","6.7","","-21.7","","46.5","","104.1","","150.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1889-02","1889","02","-6.8","","-16.6","","-11.7","","4.4","","-30.6","","7.6","","81.8","","89.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1889-03","1889","03","1.4","","-5.3","","-2.0","","6.7","","-13.3","","15.7","","38.9","","54.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1889-04","1889","04","11.0","","1.8","","6.4","","23.3","","-4.4","","54.4","","0.3","","54.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1889-05","1889","05","19.0","","9.2","","14.1","","31.1","","1.7","","75.4","","0.0","","75.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1889-06","1889","06","21.5","","12.5","","17.0","","29.4","","7.2","","114.8","","0.0","","114.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1889-07","1889","07","24.7","","15.7","","20.2","","31.1","","11.1","S","181.9","","0.0","","181.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1889-08","1889","08","22.4","","14.1","","18.3","","27.2","","10.0","S","69.3","","0.0","","69.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1889-09","1889","09","19.8","","11.2","","15.5","","27.8","","3.3","","117.6","","0.0","","117.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1889-10","1889","10","7.8","","1.4","","4.6","","16.1","","-5.6","","72.9","","2.0","","74.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1889-11","1889","11","4.5","","-1.0","","1.8","","12.8","","-10.0","","42.7","","39.6","","82.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1889-12","1889","12","-0.3","","-8.7","","-4.5","","7.8","S","-21.7","","81.0","","33.5","","114.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1890-01","1890","01","-4.6","","-14.2","","-9.4","","11.1","","-30.0","","41.7","","79.2","","120.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1890-02","1890","02","-3.2","","-12.6","","-7.9","","7.2","","-22.8","","72.4","","69.6","","142.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1890-03","1890","03","0.2","","-7.3","","-3.6","","6.1","S","-20.0","","12.2","","29.7","","41.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1890-04","1890","04","9.4","","0.2","","4.8","","19.4","","-6.1","","46.5","","7.1","","53.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1890-05","1890","05","15.5","","6.2","","10.9","","23.3","","-2.2","","122.4","","0.0","","122.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1890-06","1890","06","22.7","","13.1","","17.9","","29.4","","5.0","","69.1","","0.0","","69.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1890-07","1890","07","25.4","","15.6","","20.5","","31.7","","9.4","","70.6","","0.0","","70.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1890-08","1890","08","22.8","","13.7","","18.3","","31.7","","8.3","","205.2","","0.0","","205.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1890-09","1890","09","18.2","","9.9","","14.1","","26.7","","3.3","","90.7","","0.0","","90.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1890-10","1890","10","11.1","","4.6","","7.9","","22.2","","-0.6","","66.0","","0.0","T","66.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1890-11","1890","11","3.6","","-3.8","","-0.1","","12.8","S","-12.8","","62.5","","22.4","","84.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1890-12","1890","12","-8.6","","-17.4","","-13.0","","1.7","S","-26.1","S","1.3","","82.0","","83.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1891-01","1891","01","-5.0","","-12.7","","-8.9","","3.9","","-26.1","","32.8","","53.3","","86.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1891-02","1891","02","-2.7","","-13.3","","-8.0","","7.2","","-25.0","","41.1","","46.7","","87.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1891-03","1891","03","0.3","","-7.4","","-3.6","","9.4","","-18.9","","60.2","","48.5","","108.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1891-04","1891","04","10.0","","1.3","","5.7","","22.2","","-5.6","","59.9","","18.5","","78.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1891-05","1891","05","17.4","","5.9","","11.7","","26.7","S","0.0","","43.4","","0.0","T","43.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1891-06","1891","06","24.4","","13.2","","18.8","","32.2","","4.4","","44.5","","0.0","","44.5","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1891-07","1891","07","23.9","","14.3","","19.1","","30.6","","7.8","","121.9","","0.0","","121.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1891-08","1891","08","24.2","","14.5","","19.4","","32.2","","10.6","S","94.0","","0.0","","94.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1891-09","1891","09","21.9","","12.3","","17.1","","28.9","","6.1","S","26.2","","0.0","","26.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1891-10","1891","10","11.5","","3.7","","7.6","","26.7","","-3.9","","60.5","","3.8","","64.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1891-11","1891","11","5.4","","-2.6","","1.4","","15.6","","-17.8","","68.8","","8.9","","77.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1891-12","1891","12","2.8","","-5.1","","-1.2","","11.7","","-20.0","","54.4","","30.5","","84.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1892-01","1892","01","-6.2","","-13.8","","-10.0","","6.7","","-24.4","","18.5","","101.6","","120.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1892-02","1892","02","-3.9","","-12.1","","-8.0","","3.9","","-22.8","S","0.0","","92.2","","92.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1892-03","1892","03","-1.7","","-8.6","","-5.2","","5.0","S","-18.3","","7.4","","87.9","","95.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1892-04","1892","04","9.6","","0.8","","5.2","","16.7","","-6.1","S","25.7","","18.3","","43.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1892-05","1892","05","16.9","","6.6","","11.8","","27.2","","1.1","S","54.6","","0.0","","54.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1892-06","1892","06","23.6","","14.1","","18.9","","31.7","","8.9","","203.2","","0.0","","203.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1892-07","1892","07","25.9","","16.2","","21.1","","31.7","","8.3","","74.9","","0.0","","74.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1892-08","1892","08","23.8","","15.0","","19.4","","30.0","","10.6","","133.1","","0.0","","133.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1892-09","1892","09","19.5","","10.3","","14.9","","26.1","","3.9","","76.7","","0.0","","76.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1892-10","1892","10","11.8","","4.6","","8.2","","20.0","","0.6","","40.9","","0.0","","40.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1892-11","1892","11","3.6","","-2.3","","0.7","","17.8","","-8.9","S","34.5","","56.1","","90.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1892-12","1892","12","-4.4","","-10.4","","-7.4","","4.4","","-26.7","","20.3","","31.2","","51.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1893-01","1893","01","-11.2","","-18.3","","-14.8","","5.6","","-26.7","S","4.1","","56.9","","61.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1893-02","1893","02","-6.5","","-15.3","","-10.9","","5.0","","-25.0","","10.7","","55.1","","65.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1893-03","1893","03","0.2","","-7.9","","-3.9","","6.1","","-17.8","","32.5","","16.3","","48.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1893-04","1893","04","7.6","","-1.8","","2.9","","16.1","S","-11.1","S","33.5","","21.3","","54.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1893-05","1893","05","18.1","","7.7","","12.9","","29.4","","1.7","","85.1","","0.0","","85.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1893-06","1893","06","25.3","","15.2","","20.3","","30.6","","11.7","","127.3","","0.0","","127.3","","","","","","",""
